物品,5
牵坏,1
特,1
特价,2
特别,13
特别版,1
特定,2
特性,2
特惠,1
特殊人群,2
特等奖,1
特色,30
特调,4
特高,1
状况,3
状态,7
狙击,1
独立,7
狼人,1
狼牙棒,1
猎豹,3
猕猴,1
猝死,1
率,3
率及,1
王,8
王薇,3
玩,5
玩加乐,1
玩家,1
玩转,1
玫,1
环保,3
环境,16
环山公路,2
环节,1
现,6
现代舞,2
现价,1
现实生活,1
现已,4
现金,1
班,49
班三选,1
班为,2
班及,4
班期,1
班注,1
班送,1
球,37
球台,3
球操,2
球杆,14
球馆,6
理事单位,1
理念,7
理疗,41
理论,16
理论指导,3
理论知识,2
瑜伽,748
瑜珈,22
璧,1
瓜子,1
瓶,10
瓶装水,3
甓,1
甜点,8
甜美,1
生动有趣,8
生态,1
生态园,1
生日,3
生殖系统,2
生活,31
生活习惯,1
生活态度,2
生理特点,1
生长,6
用于,1
用到,2
用品,63
用地,1
用户,12
用途,1
田亮,2
由寒生,1
申请,2
电厂,1
电子,1
电子市场,2
电子版,1
电影,8
电玩,1
电脑,2
电视,2
电话,32
男,2
男士,7
男女,15
男女老少,1
男性,1
男生,2
畅,1
畅享,2
畅玩,2
留,1
留在,2
疏通,6
疗愈,1
疗法,3
疲,1
疲劳,1
疲惫,1
疼痛,9
疾病,17
病症,1
症状,1
痛过,1
痹,1
瘢换,1
瘦身,21
瘦身操,3
癌症,4
登记,15
登记表,1
白折,2
白领,1
白鹿原,1
百分比,2
百折不屈,7
百病,2
百节,1
皆,1
皮下脂肪,1
皮肤病,1
盆,7
盆底,2
盆腔,1
盆骶肌群,1
监护人,2
监测,1
监督,18
盘逦,1
目标,8
目的,12
直,1
直拳,1
直播,4
直至,3
相,3
相关,11
相当于,1
相约,1
省,2
省内,1
省队,1
看似,2
真人,1
真实,3
真理,1
眠,1
眼睛,1
着重,1
睡眠,2
瞄球,2
知,2
知名,1
知悉,1
知行,4
知识,9
矫正,21
短切,1
短时间,2
短期,1
短期内,1
短袖,5
短裤,4
矸,1
矿泉水,8
研究生,1
砖,17
砜,1
硇,1
硕北,1
硕卦,1
确认,3
碱性,1
礼,2
礼义廉耻,9
礼仪,7
礼品,8
礼物,3
礼貌,5
社交,5
社交能力,5
社会,1
祛病,1
神助,1
神秘,3
神经,2
神经衰弱,1
祥和,5
票,1
票价,2
禁忌,1
禁止,3
禁飞,2
禅,2
禅修,1
禅如质,2
禅舞,1
福,1
秀,5
私,19
私人,38
私教,64
私教小课,2
私教班,4
私柜,1
种类,7
科,2
科学,5
科学合理,1
科普,1
秘密,2
秘籍,1
租赁,9
秦岭,6
积极性,1
称为,1
程度,3
稳定,18
稳定平衡,3
稳定性,3
穴位,1
空中,14
空挥,1
空气,8
空间,9
空间设计,2
穿,27
穿戴,5
穿插,1
穿着,6
穿衣,1
突发事件,2
窗,2
窗户,2
窘,1
立减,2
竖脊,6
站,2
站姿,1
站立,1
竞技,5
竞赛,14
端,1
笔记本,1
符合,1
第七,1
第七次,9
第七节,2
第三节,2
第九节,2
第二份,2
第二天,2
第二期,1
第二次,2
第二节,8
第五节,2
第八,9
第八节,2
第六次,10
第六节,2
第十一,2
第十三,2
第十二,2
第十次,9
第十节,2
第四,10
第四节,2
第舞季,3
等体,5
等准,1
等同于,1
等惠凡,1
等易,1
等身,1
筋腱,1
筋膜,7
策划,1
筛查,6
签字,3
签约,1
简介,6
简单,3
简餐,8
算,4
管理,5
篮球,1
篮球场,4
米,15
类,7
类别,1
类型,14
粘滞,2
粘连,2
粥品,6
精准,15
精品,6
精品课,1
精品课程,3
精度,1
精神,8
精神状态,1
精神病,1
精美,8
糖尿病,2
糖果,8
糯米,26
系,1
系列,3
系统,19
系统化,1
素养,1
素斋区,4
素质,21
素问,4
紧实,2
紧张,8
紧致,1
紧身,12
累积,3
累计,1
繁忙,1
纠正,3
红底,1
红色,1
纤体,5
纤腿,3
约,24
约够,3
约定,6
级,5
级别,3
纬棠,1
纬蹋,1
纯净水,5
纯正,3
纳,1
纳米,2
线,9
线条,7
练,6
练出,2
练功,3
练舞功,2
组合,7
组织,4
绅士,4
细纹,1
细胞,1
细致,8
细致入微,2
终点站,4
终身,18
经期,2
经络,10
经营,9
经验,6
绒,4
结业,7
结伴,4
结束,9
结构,1
结肠,1
结账,1
绕城,2
给予,1
给出,3
绝无,1
统一,4
统一安排,1
续,2
续水,1
绳,4
绳操,5
维多利亚,2
维密,1
维护,19
维秘,7
综合,17
综合征,2
综合性,1
综合症,2
绿色,5
绿豆汤,5
缓解,9
编排,8
缠丝,3
缩减,2
缺乏,2
缺失,6
缺课,5
网前球,22
网球,28
罚,1
罨,1
置身事外,2
羌,1
美,11
美体,1
美国,6
美好,1
美学,1
美容,1
美式,9
美的,1
美背,2
美胸,2
美腿,2
群,10
羽毛球,27
羽毛球场,4
羽毛球拍,1
翘,1
老师,34
老年性,1
老店,5
考取,1
考核,8
考核内容,1
考级,3
考试,2
考试合格,1
考试合格者,1
耆,1
而定,3
耐,1
耐久力,2
耐力,29
耐高温,1
职业,4
联合会,1
联盟,3
联系电话,3
联网,10
聘请,1
聚变,2
肉肉,1
肌,28
肌力,1
肌群,2
肌肉,83
肌肤,1
肌腱,3
肖,7
肚皮,4
肚皮舞,88
肝脏,1
肠胃,1
肤质,1
肥胖,24
肥胖症,1
肩,25
肩周炎,6
肩胛,2
肩胛骨,4
肩部,1
肩颈,20
肾部,1
胃,1
背,3
背包,1
背痛,1
背部,9
胡尔维,2
胱,1
胸,1
胸部,11
能力,37
能量,15
脂,1
脂肪,11
脂肪型,1
脊柱,28
脊椎,2
脚,2
腰,5
腰围,1
腰方,2
腰椎,9
腰椎间盘,2
腰直,8
腰肌劳损,9
腰背,11
腰腹,10
腰腹部,2
腰部,9
腰间盘,4
腹,6
腹横肌,5
腹直,6
腹部,15
腺体,3
腿,22
腿法,1
腿部,23
膝关节,9
膝部,1
膳食,1
臀,11
臀型,2
臀部,20
臃肿,6
自主,1
自信,21
自信心,1
自到,1
自动,4
自助,3
自备,16
自带,17
自开,2
自开卡,8
自我,9
自换,2
自来,1
自然,4
自然疗法,2
自理,1
自理能力,10
自由,20
自由发挥,1
自由职业者,1
自由选择,1
自磨,3
自编,1
自行,20
自行安排,2
自费,1
自选,3
自重,1
自驾,2
自验券,3
至多,2
至少,9
至涝,2
致力于,3
致电,16
致病,1
舒展,1
舒心,3
舒爽,1
舒缓,2
舒适,10
舞,49
舞之城,1
舞剧,1
舞力,1
舞功厂,2
舞动,3
舞团,2
舞房,2
舞服,1
舞种,12
舞艺,2
舞蹈,119
舞鞋,1
舞韵,22
艺人,1
艺术,1
艺术体操,9
艾,11
艾普,19
艾杨格,1
艿,1
节,46
节假日,3
节奏,1
节数,1
节私教,1
节课,30
节食,1
芭蕾,15
芭蕾舞,6
花,1
花式,4
花果茶,1
花生,1
花茶,6
苌,1
苏打,4
苏打水,2
苗条,2
若因,1
苦苦,1
苦荞,1
英式,5
苹果,1
茉,1
茗茶,1
茶,18
茶几,4
茶品,1
茶室,1
茶水,29
茶点,6
茶熏,1
茶艺,4
茶道,1
草皮,2
荣耀,4
荣誉,3
荩,1
药灸,1
莨蚁,1
获赠,1
菊花茶,1
菩提,2
萌班,1
萘方萄,1
营业,1
营养,3
营养餐,2
营造,2
萨拉,9
萱,1
落地窗,1
著名,1
葜,1
蒙古包,1
蒙特利尔,2
蒸,3
蒸区,4
蒸服,2
蓝底,1
蔡,1
蕖,1
薄弱,4
藏式,2
蛊,1
蛙泳,3
蜜桃,1
蝴蝶,2
融入,1
血压,3
血液循环,1
血管,2
血脂,2
行,1
行业,1
行卡,1
行者,1
行驶,6
街舞,27
衣服,8
衣柜,1
补,3
补缺,1
补课,1
补足,1
表演,2
表现,4
衰退,2
袷,1
裁判,5
装备,2
装有,2
裙子,12
褂,1
西,2
西北风,12
西大街,3
西安,25
西安地区,5
西安市,14
西瓜,1
西郊,4
要素,1
要领,2
见证,2
观念,1
观看,8
观赏,1
规划,3
规则,31
规格,5
规模,2
规范,2
视为,1
视力,2
视频,4
解决,4
解决方案,2
解开,2
解析,2
计入,9
计划,51
计划书,1
计卡,1
计天,1
计时,2
计算,3
订制,8
认可,2
认知,4
认证,1
讨论,3
让你在,2
训,1
训前,6
训后,6
训练,202
训练器,6
训练场,1
训练场地,8
训练方法,6
训练营,5
记名,5
记天,1
记录,2
记忆,1
记忆力,2
讲授,1
讲解,9
设备,13
设定,8
设施,18
设有,1
设立,2
设置,4
设计,7
诀窍,2
证书,14
证件照,1
评估,43
评选,1
试,2
试听,1
试课,5
诚挚,2
诟骼,2
诠释,1
询,2
详情,20
详情请,14
详细,1
详询,9
语言,1
诮,1
说,2
请,91
请于,1
请假,9
请悉,2
请款,1
诺,1
课,89
课下,3
课为,2
课后,13
课周,2
课均,1
课堂,4
课对,2
课时,81
课时费,6
课是,3
课有,1
课本,13
课私教,3
课种,4
课程,559
课程体系,1
课程内容,8
课程班,1
课程目标,1
课程表,8
课表,3
课表上,1
课谎,1
调整,6
调理,39
调节,1
谌,1
谔,1
谢,3
谢谢,4
谦谦君子,4
豁达,4
豆浆,2
豢,2
豪华,1
豪礼,1
负责,10
负面,1
责任,3
账号,2
账户,2
贫一坏,1
购买,31
购价,1
购卡,1
贴身,2
贴近,1
贵宾,2
贵重,2
费,19
费用,17
资,2
资格,3
资格证书,4
赏丝,1
赔偿,3
赖,1
赘肉,2
赛,2
赛事,4
赛台,1
赛车,1
赜,1
赠,1
赠品,1
赠特,1
赠送,47
走训,1
走路,1
起动,11
起博器,2
起售,1
起步,2
起飞,6
超值,3
超出,4
超大,2
超时,2
超神,2
超过,3
越大,2
趣味,6
趣味性,4
足底,1
足球,1
足球运动,1
跆拳,5
跆拳道,64
跆真,5
跑步,1
跑步机,2
跗,1
跟踪,18
跨步,3
路,7
路上,1
路北,4
路口,8
路线,4
跳,4
跳步,3
跳绳,10
跳舞,2
踌躇,1
踏板,1
踝关节,2
踢弹,1
踢腿,1
蹦,1
蹬,1
蹬步,3
身,9
身份证,7
身份证号,2
身体,132
身体健康,2
身体状况,17
身体素质,17
身和心,4
身形,2
身心,17
身心俱疲,1
身手不凡,4
身材,12
身法,1
身高,2
车票,2
车辆,2
转,10
转借,55
转发,5
转班,33
转移,1
转让,5
轮番,1
轰炸,1
轴,7
轻,1
轻松,6
较佳,1
辅具,4
辅助,40
输入,1
辖,1
过不去,1
过大,3
过山车,4
过程,24
运,1
运动,187
运动员,3
运动器材,15
运动场,2
运动服装,3
运动袜,1
运动装,7
运动鞋,10
近千,1
返现,1
返还,1
还原,1
这是,3
进,1
进一步,2
进口,2
进口设备,3
进店,22
进阶,1
进餐,5
远离,1
违约金,2
违者,2
连接,1
连结,4
连续,5
连贯,3
迪笆,1
迷你,1
迹怀,1
追梦,2
退化,1
退单,2
退改,2
退款,3
退步,1
退课,8
退还,4
送,41
送回,2
送拉,2
送水,4
送球,1
送礼物,2
适合,11
适宜,26
适用人群,1
适用范围,1
适能,9
逆转,1
选,14
选择,42
透,1
透气,2
逐风,1
递进,1
通,1
通卡,1
通宵,1
通用,15
通知,1
通过考核,1
通透,2
通风,4
速减,1
速度,22
速成,2
速瘦,15
逾期作废,1
遇见,1
道,10
道服,1
道馆,21
遗址,2
遵守,13
邀请,2
郝颍,1
部位,7
部门,1
酌情,1
配合,10
配备,1
配套,5
配戴,1
配有,20
配置,2
酒吧,5
酒店,2
酷爽,4
酸梅汤,1
酸碱度,1
醉酒,2
醒,1
采光,1
采用,12
释放,8
里合,1
重塑,1
重复使用,5
重度,2
重心,2
重装,4
重道,4
量,2
量力而行,1
量身,10
量身定做,5
金,16
金仕堡,1
金嵩,2
金牌,1
金额,2
鋈,1
针对性,14
钜,1
钟楼,3
钢库,2
钢管,1
钢管舞,5
钱,3
铁杆,1
铁观音,2
铜,9
银,17
铺,1
铺巾,3
锅巴,1
锕,1
错过,1
锻炼,36
镇,2
镜子,2
镜昊,1
长,109
长寿,2
长时间,2
长期,5
长衣,2
长裤,2
门店,3
门票,2
门面房,4
闪存卡,2
闫,1
间,1
阅读,13
阈,1
队,2
防卫,2
防晒,2
防身术,12
阳光,5
阳气,4
阴,42
阵,2
阶段,6
阻力,1
阻抗,1
阿奴,10
阿房,4
阿斯,35
陀蒙枋,1
陆续,1
陈式,2
陈氏,1
降低,2
降落场,2
降重,1
限,78
限于,3
限前,2
限团,2
限时,23
限期,2
限次,2
限用,6
限购,15
限量,1
陕西,4
陕西省,9
陪同,4
陪练,1
随上,5
随到,10
随学,1
随心所欲,1
随意,7
随机,1
随练,4
随身携带,2
隐患,2
雅荷店,1
集,1
集中式,1
集中精力,1
集体,11
集合,2
集训,3
集训营,2
雕塑,2
雨桐,2
零售价,1
零食,1
需,68
需交,1
需先,3
需加,2
需在,1
需提交,1
需求,12
霰弹,1
青少年,10
青春年华,1
静坐,1
静如处子,5
静如画,2
静心,2
静态,5
非,17
非会员,4
面积,2
靶,2
鞋,4
鞋架,1
鞍时,1
韧带,1
韧性,4
韩,5
韩国,10
韩欧美,1
韩舞,1
音,1
音乐,3
音响,4
韵律,4
项,3
项目,36
顺产,2
顺位,7
顺利,4
顺流,3
须,21
须主卡人,1
须知,4
顾客,15
颁发,11
预售,4
预定,4
预科,1
预约,85
预防,12
领卡,1
领取,3
领域,5
领导,4
领导者,5
领舞,3
颈,17
颈椎,7
颈椎病,1
颈部,4
颍,1
频率,2
额外,1
风之翼,4
风情,2
风暴,4
风险,1
飞,8
飞枋,1
飞渡,3
飞行,42
食品,1
食欲,1
餍,5
餐品,2
餐等,1
餐饮,8
饮,10
饮品,16
饮料,4
饮水,1
饮用水,8
饮酒者,2
饮食,16
饮食习惯,3
饲,1
馆,3
馆训,4
首届,4
首次,10
首节,17
香薰,5
马术,7
马步,2
马甲,10
驶出,2
驼背,14
验券,3
验证,14
验证码,2
骑士,1
骑程,1
骑马,5
骨盆,20
骨骼,2
骨骼肌,1
骶,8
骸,1
髋,2
髋关节,7
高,2
高冠,1
高压,9
高品质,2
高密度,1
高尔夫,15
高度,2
高标准,1
高档,1
高温,28
高球,9
高科技,1
高空,1
高端,1
高素质,3
高级,14
高级班,1
高血压,15
高跟鞋,5
高远球,12
高速,8
魅力,4
魔力,1
鸟巢,2
鸟语林,1
鸵鸟,1
鹰嘴,6
麻将,1
麻将机,6
麻将桌,1
黄,3
黄金,2
黑,4
黑八,9
黑八赛,1
黪,1
鼓励,1
齐备,5
龙井茶,1
￥,8
